"SEQID","CREDATE","GOODSID","PLACEPOINTID","XXSL"
"187674","2022/10/19 10:48:05","1307","","2"
"197298","","1311","160172","2"
"188795","","1311","192153","2"
"191998","","1311","137916","2"
"195178","","1311","34078","2"
"196236","","1311","208438","2"
"187675","2022/10/19 10:48:05","1311","","2"
"190936","","1311","66533","2"
"193058","","1311","66134","2"
"194118","","1311","66052","2"
"198881","2023/6/30 15:29:56","1369","","2"
"187676","2022/10/19 10:48:05","1384","","2"
"197299","","1399","160172","2"
"198586","2023/5/30 16:25:00","1399","","2"
"188796","","1399","192153","2"
"191999","","1399","137916","2"
"195179","","1399","34078","2"
"196237","","1399","208438","2"
"187677","2022/10/19 10:48:05","1399","","2"
"190937","","1399","66533","2"
"193059","","1399","66134","2"
"194119","","1399","66052","2"
"197300","","1401","160172","2"
"198670","2023/5/30 16:25:00","1401","","2"
"188797","","1401","192153","2"
"192000","","1401","137916","2"
"195180","","1401","34078","2"
"196238","","1401","208438","2"
"187678","2022/10/19 10:48:05","1401","","2"
"190938","","1401","66533","2"
"193060","","1401","66134","2"
"194120","","1401","66052","2"
"197301","","1402","160172","2"
"188798","","1402","192153","2"
"192001","","1402","137916","2"
"195181","","1402","34078","2"
"196239","","1402","208438","2"
"187679","2022/10/19 10:48:05","1402","","2"
"190939","","1402","66533","2"
"193061","","1402","66134","2"
"194121","","1402","66052","2"
"197302","","1404","160172","2"
"188799","","1404","192153","2"
"192002","","1404","137916","2"
"195182","","1404","34078","2"
"187400","2022/10/19 10:48:05","1404","","2"
"196240","","1404","208438","2"
"190940","","1404","66533","2"
"193062","","1404","66134","2"
"194122","","1404","66052","2"
"197303","","1408","160172","2"
"198406","2023/5/30 16:25:00","1408","","20"
"188800","","1408","192153","2"
"192003","","1408","137916","2"
"195183","","1408","34078","2"
"196241","","1408","208438","2"
"187680","2022/10/19 10:48:05","1408","","20"
"190941","","1408","66533","2"
"193063","","1408","66134","2"
"194123","","1408","66052","2"
"197304","","1409","160172","2"
"198402","2023/5/30 16:25:00","1409","","20"
"188801","","1409","192153","2"
"192004","","1409","137916","2"
"195184","","1409","34078","2"
"187126","2022/10/19 10:48:05","1409","","20"
"196242","","1409","208438","2"
"190942","","1409","66533","2"
"193064","","1409","66134","2"
"194124","","1409","66052","2"
"187681","2022/10/19 10:48:05","1412","","1"
"197305","","1413","160172","2"
"188802","","1413","192153","2"
"192005","","1413","137916","2"
"195185","","1413","34078","2"
"196243","","1413","208438","2"
"187682","2022/10/19 10:48:05","1413","","2"
"190943","","1413","66533","2"
"16187","2021/3/31 14:29:58","1413","172511","1"
"15789","2021/3/31 14:29:58","1413","157277","1"
"15391","2021/3/31 14:29:58","1413","137950","1"
"14197","2021/3/31 14:29:58","1413","75477","2"
"13799","2021/3/31 14:29:58","1413","75443","2"
"14993","2021/3/31 14:29:58","1413","107636","2"
"14595","2021/3/31 14:29:58","1413","78799","2"
"13003","2021/3/31 14:29:58","1413","75378","2"
"12605","2021/3/31 14:29:58","1413","63679","2"
"13401","2021/3/31 14:29:58","1413","75442","2"
"12207","2021/3/31 14:29:58","1413","40547","2"
"11809","2021/3/31 14:29:58","1413","35344","2"
"193065","","1413","66134","2"
"194125","","1413","66052","2"
"197306","","1415","160172","2"
"198491","2023/5/30 16:25:00","1415","","2"
"188803","","1415","192153","2"
"192006","","1415","137916","2"
"195186","","1415","34078","2"
"196244","","1415","208438","2"
"187683","2022/10/19 10:48:05","1415","","2"
"190944","","1415","66533","2"
"16186","2021/3/31 14:29:58","1415","172511","1"
"15788","2021/3/31 14:29:58","1415","157277","1"
"15390","2021/3/31 14:29:58","1415","137950","1"
"14196","2021/3/31 14:29:58","1415","75477","2"
"13798","2021/3/31 14:29:58","1415","75443","2"
"14992","2021/3/31 14:29:58","1415","107636","2"
"14594","2021/3/31 14:29:58","1415","78799","2"
"13002","2021/3/31 14:29:58","1415","75378","2"
"12604","2021/3/31 14:29:58","1415","63679","2"
"13400","2021/3/31 14:29:58","1415","75442","2"
"12206","2021/3/31 14:29:58","1415","40547","2"
"11808","2021/3/31 14:29:58","1415","35344","2"
"193066","","1415","66134","2"
"194126","","1415","66052","2"
"197307","","1433","160172","2"
"188804","","1433","192153","2"
"192007","","1433","137916","2"
"195187","","1433","34078","2"
"196245","","1433","208438","2"
"187684","2022/10/19 10:48:05","1433","","2"
"190945","","1433","66533","2"
"15095","2021/3/31 14:29:58","1433","107636","2"
"16289","2021/3/31 14:29:58","1433","172511","1"
"15891","2021/3/31 14:29:58","1433","157277","1"
"15493","2021/3/31 14:29:58","1433","137950","1"
"14299","2021/3/31 14:29:58","1433","75477","2"
"13901","2021/3/31 14:29:58","1433","75443","2"
"14697","2021/3/31 14:29:58","1433","78799","2"
"13105","2021/3/31 14:29:58","1433","75378","2"
"12707","2021/3/31 14:29:58","1433","63679","2"
"13503","2021/3/31 14:29:58","1433","75442","2"
"12309","2021/3/31 14:29:58","1433","40547","2"
"11911","2021/3/31 14:29:58","1433","35344","2"
"193067","","1433","66134","2"
"194127","","1433","66052","2"
"197308","","1499","160172","2"
"188805","","1499","192153","2"
"192008","","1499","137916","2"
"195188","","1499","34078","2"
"187544","2022/10/19 10:48:05","1499","","2"
"196246","","1499","208438","2"
"190946","","1499","66533","2"
"16185","2021/3/31 14:29:58","1499","172511","1"
"15787","2021/3/31 14:29:58","1499","157277","1"
"15389","2021/3/31 14:29:58","1499","137950","1"
"14195","2021/3/31 14:29:58","1499","75477","2"
"13797","2021/3/31 14:29:58","1499","75443","2"
"14991","2021/3/31 14:29:58","1499","107636","2"
"14593","2021/3/31 14:29:58","1499","78799","2"
"13001","2021/3/31 14:29:58","1499","75378","2"
"12603","2021/3/31 14:29:58","1499","63679","2"
"13399","2021/3/31 14:29:58","1499","75442","2"
"12205","2021/3/31 14:29:58","1499","40547","2"
"11807","2021/3/31 14:29:58","1499","35344","2"
"193068","","1499","66134","2"
"194128","","1499","66052","2"
"187685","2022/10/19 10:48:05","1550","","2"
"197309","","1586","160172","2"
"188806","","1586","192153","2"
"192009","","1586","137916","2"
"195189","","1586","34078","2"
"187384","2022/10/19 10:48:05","1586","","2"
"196247","","1586","208438","2"
"190947","","1586","66533","2"
"193069","","1586","66134","2"
"194129","","1586","66052","2"
"197310","","1590","160172","2"
"188807","","1590","192153","2"
"192010","","1590","137916","2"
"195190","","1590","34078","2"
"196248","","1590","208438","2"
"187686","2022/10/19 10:48:05","1590","","2"
"190948","","1590","66533","2"
"193070","","1590","66134","2"
"194130","","1590","66052","2"
"197311","","1595","160172","2"
"198712","2023/5/30 16:25:00","1595","","2"
"188808","","1595","192153","2"
"192011","","1595","137916","2"
"195191","","1595","34078","2"
"196249","","1595","208438","2"
"187687","2022/10/19 10:48:05","1595","","2"
"190949","","1595","66533","2"
"16184","2021/3/31 14:29:58","1595","172511","1"
"15786","2021/3/31 14:29:58","1595","157277","1"
"15388","2021/3/31 14:29:58","1595","137950","1"
"14194","2021/3/31 14:29:58","1595","75477","2"
"13796","2021/3/31 14:29:58","1595","75443","2"
"14990","2021/3/31 14:29:58","1595","107636","2"
"14592","2021/3/31 14:29:58","1595","78799","2"
"13000","2021/3/31 14:29:58","1595","75378","2"
"12602","2021/3/31 14:29:58","1595","63679","2"
"13398","2021/3/31 14:29:58","1595","75442","2"
"12204","2021/3/31 14:29:58","1595","40547","2"
"11806","2021/3/31 14:29:58","1595","35344","2"
"193071","","1595","66134","2"
"194131","","1595","66052","2"
"197312","","1610","160172","2"
"188809","","1610","192153","2"
"192012","","1610","137916","2"
"195192","","1610","34078","2"
"196250","","1610","208438","2"
"187688","2022/10/19 10:48:05","1610","","2"
"190950","","1610","66533","2"
"193072","","1610","66134","2"
"194132","","1610","66052","2"
"197313","","1612","160172","2"
"188810","","1612","192153","2"
"192013","","1612","137916","2"
"195193","","1612","34078","2"
"187109","2022/10/19 10:48:05","1612","","2"
"196251","","1612","208438","2"
"190951","","1612","66533","2"
"193073","","1612","66134","2"
"194133","","1612","66052","2"
"197314","","1619","160172","2"
"188811","","1619","192153","2"
"192014","","1619","137916","2"
"195194","","1619","34078","2"
"196252","","1619","208438","2"
"190952","","1619","66533","2"
"193074","","1619","66134","2"
"194134","","1619","66052","2"
"187690","2022/10/19 10:48:05","1668","","2"
"197315","","1711","160172","2"
"188812","","1711","192153","2"
"192015","","1711","137916","2"
"195195","","1711","34078","2"
"196253","","1711","208438","2"
"190953","","1711","66533","2"
"193075","","1711","66134","2"
"194135","","1711","66052","2"
"197316","","1712","160172","2"
"198623","2023/5/30 16:25:00","1712","","2"
"188813","","1712","192153","2"
"192016","","1712","137916","2"
"195196","","1712","34078","2"
"196254","","1712","208438","2"
"190954","","1712","66533","2"
"193076","","1712","66134","2"
"194136","","1712","66052","2"
"197317","","1731","160172","2"
"198789","2023/5/30 16:25:00","1731","","1"
"188814","","1731","192153","2"
"192017","","1731","137916","2"
"195197","","1731","34078","2"
"196255","","1731","208438","2"
"190955","","1731","66533","2"
"193077","","1731","66134","2"
"194137","","1731","66052","2"
"197318","","1734","160172","2"
"198450","2023/5/30 16:25:00","1734","","2"
"188815","","1734","192153","2"
"192018","","1734","137916","2"
"195198","","1734","34078","2"
"196256","","1734","208438","2"
"187691","2022/10/19 10:48:05","1734","","2"
"190956","","1734","66533","2"
"16183","2021/3/31 14:29:58","1734","172511","1"
"15785","2021/3/31 14:29:58","1734","157277","1"
"15387","2021/3/31 14:29:58","1734","137950","1"
"14193","2021/3/31 14:29:58","1734","75477","2"
"13795","2021/3/31 14:29:58","1734","75443","2"
"14989","2021/3/31 14:29:58","1734","107636","2"
"14591","2021/3/31 14:29:58","1734","78799","2"
"12999","2021/3/31 14:29:58","1734","75378","2"
"12601","2021/3/31 14:29:58","1734","63679","2"
"13397","2021/3/31 14:29:58","1734","75442","2"
"12203","2021/3/31 14:29:58","1734","40547","2"
"11805","2021/3/31 14:29:58","1734","35344","2"
"193078","","1734","66134","2"
"194138","","1734","66052","2"
"198705","2023/5/30 16:25:00","1756","","2"
"197319","","1757","160172","2"
"188816","","1757","192153","2"
"192019","","1757","137916","2"
"195199","","1757","34078","2"
"187199","2022/10/19 10:48:05","1757","","2"
"196257","","1757","208438","2"
"190957","","1757","66533","2"
"193079","","1757","66134","2"
"194139","","1757","66052","2"
"197320","","1763","160172","2"
"188817","","1763","192153","2"
"192020","","1763","137916","2"
"195200","","1763","34078","2"
"196258","","1763","208438","2"
"190958","","1763","66533","2"
"193080","","1763","66134","2"
"194140","","1763","66052","2"
"197321","","1791","160172","2"
"188818","","1791","192153","2"
"192021","","1791","137916","2"
"195201","","1791","34078","2"
"196259","","1791","208438","2"
"190959","","1791","66533","2"
"193081","","1791","66134","2"
"194141","","1791","66052","2"
"197322","","1869","160172","2"
"198768","2023/5/30 16:25:00","1869","","1"
"188819","","1869","192153","2"
"192022","","1869","137916","2"
"188497","2023/3/30 19:30:32","1869","","2"
"195202","","1869","34078","2"
"196260","","1869","208438","2"
"190960","","1869","66533","2"
"193082","","1869","66134","2"
"194142","","1869","66052","2"
"197323","","1919","160172","2"
"198650","2023/5/30 16:25:00","1919","","2"
"188820","","1919","192153","2"
"192023","","1919","137916","2"
"195203","","1919","34078","2"
"196261","","1919","208438","2"
"187693","2022/10/19 10:48:05","1919","","2"
"190961","","1919","66533","2"
"16182","2021/3/31 14:29:58","1919","172511","1"
"15784","2021/3/31 14:29:58","1919","157277","1"
"15386","2021/3/31 14:29:58","1919","137950","1"
"14192","2021/3/31 14:29:58","1919","75477","1"
"13794","2021/3/31 14:29:58","1919","75443","1"
"14988","2021/3/31 14:29:58","1919","107636","1"
"14590","2021/3/31 14:29:58","1919","78799","1"
"12998","2021/3/31 14:29:58","1919","75378","1"
"12600","2021/3/31 14:29:58","1919","63679","1"
"13396","2021/3/31 14:29:58","1919","75442","1"
"12202","2021/3/31 14:29:58","1919","40547","1"
"11804","2021/3/31 14:29:58","1919","35344","1"
"193083","","1919","66134","2"
"194143","","1919","66052","2"
"187694","2022/10/19 10:48:05","1925","","2"
"197324","","1926","160172","2"
"198679","2023/5/30 16:25:00","1926","","2"
"188821","","1926","192153","2"
"192024","","1926","137916","2"
"195204","","1926","34078","2"
"187188","2022/10/19 10:48:05","1926","","2"
"196262","","1926","208438","2"
"190962","","1926","66533","2"
"16181","2021/3/31 14:29:58","1926","172511","1"
"15783","2021/3/31 14:29:58","1926","157277","1"
"15385","2021/3/31 14:29:58","1926","137950","1"
"14191","2021/3/31 14:29:58","1926","75477","2"
"13793","2021/3/31 14:29:58","1926","75443","2"
"14987","2021/3/31 14:29:58","1926","107636","2"
"14589","2021/3/31 14:29:58","1926","78799","2"
"12997","2021/3/31 14:29:58","1926","75378","2"
"12599","2021/3/31 14:29:58","1926","63679","2"
"13395","2021/3/31 14:29:58","1926","75442","2"
"12201","2021/3/31 14:29:58","1926","40547","2"
"11803","2021/3/31 14:29:58","1926","35344","2"
"193084","","1926","66134","2"
"194144","","1926","66052","2"
"197325","","1928","160172","2"
"188822","","1928","192153","2"
"192025","","1928","137916","2"
"195205","","1928","34078","2"
"187190","2022/10/19 10:48:05","1928","","2"
"196263","","1928","208438","2"
"190963","","1928","66533","2"
"16180","2021/3/31 14:29:58","1928","172511","1"
"15782","2021/3/31 14:29:58","1928","157277","1"
"15384","2021/3/31 14:29:58","1928","137950","1"
"14190","2021/3/31 14:29:58","1928","75477","2"
"13792","2021/3/31 14:29:58","1928","75443","2"
"14986","2021/3/31 14:29:58","1928","107636","2"
"14588","2021/3/31 14:29:58","1928","78799","2"
"12996","2021/3/31 14:29:58","1928","75378","2"
"12598","2021/3/31 14:29:58","1928","63679","2"
"13394","2021/3/31 14:29:58","1928","75442","2"
"12200","2021/3/31 14:29:58","1928","40547","2"
"11802","2021/3/31 14:29:58","1928","35344","2"
"193085","","1928","66134","2"
"194145","","1928","66052","2"
"197326","","1930","160172","2"
"188823","","1930","192153","2"
"192026","","1930","137916","2"
"195206","","1930","34078","2"
"196264","","1930","208438","2"
"190964","","1930","66533","2"
"193086","","1930","66134","2"
"194146","","1930","66052","2"
"197327","","1931","160172","2"
"188824","","1931","192153","2"
"192027","","1931","137916","2"
"195207","","1931","34078","2"
"196265","","1931","208438","2"
"187695","2022/10/19 10:48:05","1931","","2"
"190965","","1931","66533","2"
"193087","","1931","66134","2"
"194147","","1931","66052","2"
"197328","","1934","160172","2"
"188825","","1934","192153","2"
"192028","","1934","137916","2"
"195208","","1934","34078","2"
"196266","","1934","208438","2"
"187696","2022/10/19 10:48:05","1934","","2"
"190966","","1934","66533","2"
"193088","","1934","66134","2"
"194148","","1934","66052","2"
"198724","2023/5/30 16:25:00","1936","","2"
"187697","2022/10/19 10:48:05","1936","","2"
"187698","2022/10/19 10:48:05","1971","","2"
"197329","","1997","160172","2"
"188826","","1997","192153","2"
"192029","","1997","137916","2"
"195209","","1997","34078","2"
"187323","2022/10/19 10:48:05","1997","","2"
